1,original_shape_SurfaceArea,logarithm_glrlm_GrayLevelNonUniformity,wavelet-LHL_glcm_InverseVariance,original_shape_Compactness2,original_shape_Compactness1
1665919,-0.5198856582690319,-0.6984223224134266,0.046151323365829486,0.9398880059869135,0.916957132584454
1733323,-0.044137384282139126,0.4322989496271064,-0.6822855118270356,-0.669985884194531,-0.5568292165417548
1746937,-0.031003645253334582,-0.6639829745617133,0.018621708077444347,-1.1156452410760658,-1.0877263410695481
1748605,0.5090400677671462,0.37769798232173174,-0.04773873989743298,0.09832838295293576,0.209150242113541
1749834,-0.16128226504852988,-0.05436744138942744,0.03335110608146807,-0.2704641598217315,-0.14021602474893272
1752507,0.05889631752728996,-0.022088233865391185,-0.358451691714789,1.229305565743736,1.138527639416009
1852075,-0.7939554157909416,-0.8705194249168012,1.2885886698442388,-1.2500685498047956,-1.2669913377695026
1866875,0.9246901681900767,0.44455123757931964,-0.1573017428954393,-0.28424369431509283,-0.15386169535824007
1875022,-0.22484454857880376,0.21981866765216498,-0.008583829741372966,0.372418116121403,0.45164983753680354
1882825,-0.07294846739378809,-0.060363117774709346,-0.6852648258599995,-1.1611030228472543,-1.1471501276632872
1900711,0.8188236793165388,1.1053321969192875,0.7940008563807526,-1.1817579413341492,-1.174543040649014
1916533,-0.957497905711872,-0.8539514266450599,0.899332677888754,-0.3443437417511,-0.21393106178305563
1917045,-0.13732918329983265,-0.7406609762754464,1.364994944024886,-0.7663394827234922,-0.6647516102450971
1917576,-0.16310099290001256,-0.10710004779675775,-0.5245207108487595,-0.1399667096943355,-0.013217681150761136
1946620,-0.6241523811048036,-0.936293416778916,1.5729621082360437,1.1170145907628666,1.0536809671817866
1946686,-0.09310036544905982,-0.4572174824755439,1.382113677820262,0.6057876044968594,0.6484715639557712
1964559,0.7497531424855753,0.5911251171087597,1.439163718979575,1.1334369576495291,1.0661758218653032
1972723,-0.5961702594811061,-0.26057822302272154,0.7825728440575144,0.2371297834202789,0.3335938450332954
2041488,-0.4302894071038081,-0.449467100532793,-1.3431464137681115,1.3194591977591152,1.2056745918659766
2041926,-0.714419448007805,-0.9226411614931664,0.2643493114647785,1.034472611307415,0.9904194339142554
2043090,-0.7717011923243025,-0.350096372787029,1.465499382655857,0.30778133629856824,0.39562872808646427
2064742,0.543590870920729,-0.7329079695033656,-0.9049807475240587,-0.45767683851117813,-0.3297757865820329
2069266,-0.40925818508419154,-0.20659763849729684,0.9168196039564985,1.7055081576539604,1.4841621900756345
2078766,-0.6447220297004707,0.056087851630980096,-0.8246913799486104,0.7124900394915846,0.7358224322378885
2087925,0.8405642510710754,0.9494474119816954,1.1047089501552965,-0.264659810801118,-0.13448194551842174
2088610,1.876858454375141,0.7522117130854521,0.2095366160993847,0.25435971048011363,0.3488012876736451
2162482,2.279313466174277,2.8408418504328554,-0.49990106276411783,0.9409995134680317,0.9178266063128174
2201121,-0.9801789539941592,-0.7177793069292213,-1.1678015327477669,1.6651151688434669,1.4556717080245434
2202690,0.3489649226693483,1.9641026281104779,-0.9465487776625807,0.723011515741159,0.7443512820009086
2215907,-0.24029080492296304,-1.0694835619670842,0.23312515465759567,-1.937020270404235,-2.457399597901337
2252878,-1.2187546240079148,-1.1735165358603377,-0.822579730937051,0.917051930444699,0.8990605320177748
2308926,0.716634984948674,-0.02273351878860028,-1.028772009762371,0.24618088859102413,0.34158893321294226
2317237,-0.08597154780405605,-0.6998148700412975,-0.8983295224600797,0.9749632975902495,0.9443231307260191
2317910,-0.6128389690712568,-0.528548817242302,-1.5289903636020388,0.5965250578214992,0.6408137370775437
2319190,-1.521260511052082,-1.3695978827251907,-3.7518393209513987,-0.2514817832619129,-0.121493761046551
2319401,0.2198735084684295,0.5190360433367969,-0.5953182063311335,-1.3603218891926547,-1.4228072224461
2328060,0.9516722235897556,1.3643146724790953,-0.25825906033804175,-0.4120937497901869,-0.2827652466888857
2367260,0.5846071690823124,1.7105718324755645,-0.7809454807584131,-1.0061027424697044,-0.9490589128273876
2382604,-0.6487661146546573,0.06503985214738733,-0.9215276268974256,0.5084889170453747,0.5674091054018677
2389902,0.697087416234155,3.157037535525319,-0.9267729656018078,1.3268754617984653,1.2111608280330732
2394582,0.3320240985708147,2.7738829094502333,-0.9155764595515874,0.8560867837667604,0.8509684824506457
2424282,-0.46042042891561846,-0.4630426208483974,-0.020025530225902203,-1.3667599095425986,-1.4321818653473148
2451112,0.4948607517833012,-0.16922670198353051,-1.277897817550603,0.3276086661854691,0.4128863433522745
2471608,1.7892490740446865,3.173613743646687,-0.17468945135686448,-1.1364333544906993,-1.1147567964682763
2477547,0.1516187570119978,1.023232046006859,-0.8241933126204629,0.6483989874870261,0.683544294842698
2483988,-0.8247917042962515,0.15397865357481821,-0.24174718916597115,-0.13955624612542025,-0.012824374769050944
2592990,-0.9141349423631959,0.17425299025908872,-0.19543508979773355,-1.6684073700831805,-1.9150911730986524
2594215,-1.1875444974601566,-0.08524286007562831,-0.021887977481334406,-1.5025242295034884,-1.6380100410106582
2610058,-1.585050587865086,-0.04592405626284444,-0.34169721701109307,-0.31107843293486176,-0.18057038914785353
2628972,-0.14498723361117238,0.07769261350263065,1.4724068195007707,0.38055488111514596,0.4586537603516943
2642645,0.030612334780118634,-0.004439755767845082,1.3456033703704922,0.6095733865315859,0.6515979495564219
2685459,-1.1186779543494074,2.042688598597603,-1.7174398078715578,-0.21876535826039623,-0.08942827085035404
2693184,-0.1773359408949186,-0.9670848612777916,0.04911121275811264,0.6569610526420686,0.6905609258344766
2722506,0.9019805777401068,-0.11879005957069824,-2.6316955346701314,0.05123740697909912,0.16611524324066546
2809900,1.147372297449759,-0.9649521922776706,-1.7735010429604119,-1.5115995309104129,-1.6523737216242604
2825428,-1.2041800598259513,-1.1607210864229371,0.5305731943007117,-1.1850464294178769,-1.178927601336652
2832556,1.4668543394029405,-0.6340601573533744,-0.680721401895668,-1.355882764507812,-1.4163619764337207
2845748,-1.447622707518379,0.17765753181023286,-0.9536336788033501,-1.128181586229667,-1.1039984369283544
2847171,2.646031475241273,-0.25190453751261954,-0.04736184107513966,-0.9313874678453308,-0.8578278553232711
2885862,-1.143124225786567,-1.1590236984690856,-0.20871170705848646,1.5869241251954251,1.4001054415926284
2916823,-1.440154420485606,-1.161576918211709,-0.6078998699926588,1.1945097357804988,1.1123823234419532
2935369,-1.4657969769562924,-0.7494497828167298,-0.8283707722987885,-0.9723924500174471,-0.907579091853326
2944076,1.957548010190753,-0.1265283006253309,-1.056397152265956,-0.43997333751195367,-0.3114495027141761
2945181,-0.9062574341866653,-0.5076127937093999,0.7005228982906998,1.53932098347256,1.3660022420823827
2947334,1.0326111282051118,-0.0019447473800310903,-0.04685062139449217,-0.2478404815525193,-0.1179122944654387
3014537,1.5690519117334496,0.5589616990508997,-0.5393284681385077,-0.1845115531254155,-0.0561251526843852
3029304,2.116431120317814,0.29755076642937023,-0.46312729175416617,0.733156695658808,0.7525610483680942
3062868,0.10843619174213577,-0.7920651486158709,-1.2552184052627156,-1.5824682523592162,-1.7675165260874959
3105376,-1.6133367501065392,0.5701005592706321,-0.2559565168235504,-0.6452365359537531,-0.5296276625201645
3113885,0.7141070403522198,0.4638437310843885,-0.41335385508856626,-0.9138411518257332,-0.8367672195390892
