3,original_shape_SurfaceArea,original_shape_MinorAxis,wavelet-HHL_firstorder_Median
2477547,-0.04758183845922611,0.28397072993048356,0.09001489963969767
2578314,-0.5223468028814674,-0.9031584872910413,0.045783446340761313
2588525,0.38537926258452265,0.4357637342816568,0.013683422579591922
2592990,0.7556934350935227,-0.37727360992357856,-0.0005574739563887519
2594215,-0.7155636555416781,-0.49623108610274913,0.007937528512342468
2610058,-0.7424155658257218,-0.4912823803321058,-0.007796516274896361
2628972,-0.32854536639010884,-0.4335098843067931,0.05409253608874392
2642645,-0.208659344256159,-0.08517381471158934,-0.02617047511244727
2685459,-1.1858376376378705,-0.3537255465621327,0.048214802698771715
2693184,-0.5203640748066274,-0.6895020900436531,-0.8089194301250413
2712262,0.6280686061441395,0.5734925784164989,-0.1758295979638779
2722506,0.7276424882864039,0.1474903149656877,-0.8963509551789309
2809900,0.9988096506842898,0.9065958439121304,-1.1713488535303875
2825428,-1.4236743708400585,-1.63104950156848,5.587428058243256
2845748,-1.6194417587601093,-1.8399930817022507,0.049031991452604264
2847171,1.9226327400524807,1.759222304436047,-0.48223336420065227
2872625,-0.9131151556918796,-0.26524615766050497,-0.18801623227373992
2885862,-1.4114491857347415,-1.6285841617314796,-0.006984946548278414
2916823,-1.7498765290426141,-2.1290768973380434,0.8703577793413668
2944076,1.711628940857249,1.7173359577883092,-0.2802172896844068
2945181,-1.0944839666559627,-1.376537229793288,-1.2900034235079223
3029304,1.2907770364164897,1.4249148251343116,-0.04056008758429644
3062868,-0.10854602934161013,0.22249929295368634,0.04843107106724008
3067890,0.5441116835658075,0.4022842768002231,-0.27571452573274235
3093550,-0.4337536717935747,-0.8336179447229604,-0.6265272535565756
3100166,0.7073534302084782,1.0814449547263507,-0.6117664772566683
3105376,-1.521322143151306,-0.6916273285916423,0.019263026882040166
3113885,1.3198691297533562,1.9739118995282843,-0.8644486335375838
